"chr","coord","gene_name","refseqID","rel_location","utr5_st","utr5_end","cds_st","cds_end","utr3_st","utr3_end","utr5_size","cds_size","utr3_size"
"chr22",32859368,"TIMP3","ENST00000266085.7",1.98584905660377,923,627,626,-9,-10,-3673,296,635,3663
"chr3",12582146,"MKRN2","ENST00000170447.12",1.91446842525979,1207,1144,1143,-107,-108,-1567,63,1250,1459
"chr3",12582199,"MKRN2","ENST00000170447.12",1.9568345323741,1260,1197,1196,-54,-55,-1514,63,1250,1459
"chr3",12582247,"MKRN2","ENST00000170447.12",1.99520383693046,1308,1245,1244,-6,-7,-1466,63,1250,1459
"chr3",12582252,"MKRN2","ENST00000170447.12",1.99920063948841,1313,1250,1249,-1,-2,-1461,63,1250,1459
"chr3",12584515,"RAF1","ENST00000251849.9",1.9994863893169,2276,1946,1945,-1,-2,-914,330,1946,912
"chr3",12584540,"RAF1","ENST00000251849.9",1.98664612223934,2251,1921,1920,-26,-27,-939,330,1946,912
"chr3",12584572,"RAF1","ENST00000251849.9",1.97021058038007,2219,1889,1888,-58,-59,-971,330,1946,912
"chr3",12584577,"RAF1","ENST00000251849.9",1.96764252696456,2214,1884,1883,-63,-64,-976,330,1946,912
"chr3",12584597,"RAF1","ENST00000251849.9",1.95737031330252,2194,1864,1863,-83,-84,-996,330,1946,912
"chr3",12584612,"RAF1","ENST00000251849.9",1.94966615305598,2179,1849,1848,-98,-99,-1011,330,1946,912
"chr3",12584617,"RAF1","ENST00000251849.9",1.94709809964047,2174,1844,1843,-103,-104,-1016,330,1946,912
"chr3",12584622,"RAF1","ENST00000251849.9",1.94453004622496,2169,1839,1838,-108,-109,-1021,330,1946,912
"chr3",12584848,"RAF1","ENST00000251849.9",1.92552645095018,2132,1802,1801,-145,-146,-1058,330,1946,912
"chr3",12584915,"RAF1","ENST00000251849.9",1.89111453518233,2065,1735,1734,-212,-213,-1125,330,1946,912
"chr3",12584931,"RAF1","ENST00000251849.9",1.8828967642527,2049,1719,1718,-228,-229,-1141,330,1946,912
"chr3",12584946,"RAF1","ENST00000251849.9",1.87519260400616,2034,1704,1703,-243,-244,-1156,330,1946,912
"chr3",12585123,"RAF1","ENST00000251849.9",1.85618900873138,1997,1667,1666,-280,-281,-1193,330,1946,912
"chr3",12585141,"RAF1","ENST00000251849.9",1.84694401643554,1979,1649,1648,-298,-299,-1211,330,1946,912
"chr3",12585189,"RAF1","ENST00000251849.9",1.82229070364664,1931,1601,1600,-346,-347,-1259,330,1946,912
"chr3",12585207,"RAF1","ENST00000251849.9",1.8130457113508,1913,1583,1582,-364,-365,-1277,330,1946,912
"chr3",12585231,"RAF1","ENST00000251849.9",1.80071905495634,1889,1559,1558,-388,-389,-1301,330,1946,912
"chr3",12585248,"RAF1","ENST00000251849.9",1.79198767334361,1872,1542,1541,-405,-406,-1318,330,1946,912
"chr3",12585715,"RAF1","ENST00000251849.9",1.77144324601952,1832,1502,1501,-445,-446,-1358,330,1946,912
"chr3",12585718,"RAF1","ENST00000251849.9",1.76990241397021,1829,1499,1498,-448,-449,-1361,330,1946,912
"chr3",12585739,"RAF1","ENST00000251849.9",1.75911658962506,1808,1478,1477,-469,-470,-1382,330,1946,912
"chr3",12585741,"RAF1","ENST00000251849.9",1.75808936825886,1806,1476,1475,-471,-472,-1384,330,1946,912
"chr3",12585744,"RAF1","ENST00000251849.9",1.75654853620955,1803,1473,1472,-474,-475,-1387,330,1946,912
"chr3",12585747,"RAF1","ENST00000251849.9",1.75500770416025,1800,1470,1469,-477,-478,-1390,330,1946,912
"chr3",12585774,"RAF1","ENST00000251849.9",1.74114021571649,1773,1443,1442,-504,-505,-1417,330,1946,912
"chr3",12585777,"RAF1","ENST00000251849.9",1.73959938366718,1770,1440,1439,-507,-508,-1420,330,1946,912
"chr3",48158965,"CDC25A","ENST00000302506.8",1.98730158730159,2024,1555,1554,-20,-21,-1819,469,1574,1798
"chr3",48158979,"CDC25A","ENST00000302506.8",1.9784126984127,2010,1541,1540,-34,-35,-1833,469,1574,1798
"chr3",48158980,"CDC25A","ENST00000302506.8",1.97777777777778,2009,1540,1539,-35,-36,-1834,469,1574,1798
"chr3",48158985,"CDC25A","ENST00000302506.8",1.97460317460317,2004,1535,1534,-40,-41,-1839,469,1574,1798
"chr3",48158993,"CDC25A","ENST00000302506.8",1.96952380952381,1996,1527,1526,-48,-49,-1847,469,1574,1798
"chr3",48159001,"CDC25A","ENST00000302506.8",1.96444444444444,1988,1519,1518,-56,-57,-1855,469,1574,1798
"chr3",48159009,"CDC25A","ENST00000302506.8",1.95936507936508,1980,1511,1510,-64,-65,-1863,469,1574,1798
"chr3",48159010,"CDC25A","ENST00000302506.8",1.95873015873016,1979,1510,1509,-65,-66,-1864,469,1574,1798
"chr3",48159013,"CDC25A","ENST00000302506.8",1.9568253968254,1976,1507,1506,-68,-69,-1867,469,1574,1798
"chr3",48159032,"CDC25A","ENST00000302506.8",1.9447619047619,1957,1488,1487,-87,-88,-1886,469,1574,1798
"chr3",48159045,"CDC25A","ENST00000302506.8",1.93650793650794,1944,1475,1474,-100,-101,-1899,469,1574,1798
"chr3",48159048,"CDC25A","ENST00000302506.8",1.93460317460317,1941,1472,1471,-103,-104,-1902,469,1574,1798
"chr3",48159063,"CDC25A","ENST00000302506.8",1.92507936507937,1926,1457,1456,-118,-119,-1917,469,1574,1798
"chr3",124763627,"ITGB5","ENST00000296181.9",1.99833333333333,2760,2396,2395,-4,-5,-1679,364,2399,1674
"chr3",124763642,"ITGB5","ENST00000296181.9",1.99208333333333,2745,2381,2380,-19,-20,-1694,364,2399,1674
"chr3",124763672,"ITGB5","ENST00000296181.9",1.97958333333333,2715,2351,2350,-49,-50,-1724,364,2399,1674
"chr3",124763685,"ITGB5","ENST00000296181.9",1.97416666666667,2702,2338,2337,-62,-63,-1737,364,2399,1674
"chr3",124763700,"ITGB5","ENST00000296181.9",1.96791666666667,2687,2323,2322,-77,-78,-1752,364,2399,1674
"chr4",102616437,"NFKB1","ENST00000226574.9",1.94604810996564,3189,2753,2752,-157,-158,-865,436,2909,707
"chr4",102616444,"NFKB1","ENST00000226574.9",1.94845360824742,3196,2760,2759,-150,-151,-858,436,2909,707
"chr4",102616448,"NFKB1","ENST00000226574.9",1.94982817869416,3200,2764,2763,-146,-147,-854,436,2909,707
"chr4",102616454,"NFKB1","ENST00000226574.9",1.95189003436426,3206,2770,2769,-140,-141,-848,436,2909,707
"chr4",102616464,"NFKB1","ENST00000226574.9",1.9553264604811,3216,2780,2779,-130,-131,-838,436,2909,707
"chr4",102616466,"NFKB1","ENST00000226574.9",1.95601374570447,3218,2782,2781,-128,-129,-836,436,2909,707
"chr4",102616506,"NFKB1","ENST00000226574.9",1.96975945017182,3258,2822,2821,-88,-89,-796,436,2909,707
"chr4",102616517,"NFKB1","ENST00000226574.9",1.97353951890034,3269,2833,2832,-77,-78,-785,436,2909,707
"chr4",102616534,"NFKB1","ENST00000226574.9",1.97938144329897,3286,2850,2849,-60,-61,-768,436,2909,707
"chr4",102616535,"NFKB1","ENST00000226574.9",1.97972508591065,3287,2851,2850,-59,-60,-767,436,2909,707
"chr4",102616547,"NFKB1","ENST00000226574.9",1.98384879725086,3299,2863,2862,-47,-48,-755,436,2909,707
"chr4",102616554,"NFKB1","ENST00000226574.9",1.98625429553265,3306,2870,2869,-40,-41,-748,436,2909,707
"chr4",102616566,"NFKB1","ENST00000226574.9",1.99037800687285,3318,2882,2881,-28,-29,-736,436,2909,707
"chr4",102616570,"NFKB1","ENST00000226574.9",1.99175257731959,3322,2886,2885,-24,-25,-732,436,2909,707
"chr4",102616573,"NFKB1","ENST00000226574.9",1.99278350515464,3325,2889,2888,-21,-22,-729,436,2909,707
"chr4",102616581,"NFKB1","ENST00000226574.9",1.99553264604811,3333,2897,2896,-13,-14,-721,436,2909,707
"chr4",102616586,"NFKB1","ENST00000226574.9",1.99725085910653,3338,2902,2901,-8,-9,-716,436,2909,707
"chr4",102616593,"NFKB1","ENST00000226574.9",1.99965635738832,3345,2909,2908,-1,-2,-709,436,2909,707
"chr5",52800420,"PELO","ENST00000274311.3",1.02245250431779,1034,26,25,-1132,-1133,-3336,1008,1157,2203
"chr5",52800426,"PELO","ENST00000274311.3",1.02763385146805,1040,32,31,-1126,-1127,-3330,1008,1157,2203
"chr5",52800428,"PELO","ENST00000274311.3",1.0293609671848,1042,34,33,-1124,-1125,-3328,1008,1157,2203
"chr5",52800465,"PELO","ENST00000274311.3",1.06131260794473,1079,71,70,-1087,-1088,-3291,1008,1157,2203
"chr5",52800468,"PELO","ENST00000274311.3",1.06390328151986,1082,74,73,-1084,-1085,-3288,1008,1157,2203
"chr5",52800495,"PELO","ENST00000274311.3",1.08721934369603,1109,101,100,-1057,-1058,-3261,1008,1157,2203
"chr5",52800506,"PELO","ENST00000274311.3",1.09671848013817,1120,112,111,-1046,-1047,-3250,1008,1157,2203
"chr5",52800530,"PELO","ENST00000274311.3",1.11744386873921,1144,136,135,-1022,-1023,-3226,1008,1157,2203
"chr5",52800537,"PELO","ENST00000274311.3",1.12348877374784,1151,143,142,-1015,-1016,-3219,1008,1157,2203
"chr5",52800541,"PELO","ENST00000274311.3",1.12694300518135,1155,147,146,-1011,-1012,-3215,1008,1157,2203
"chr5",52800551,"PELO","ENST00000274311.3",1.13557858376511,1165,157,156,-1001,-1002,-3205,1008,1157,2203
"chr5",52800557,"PELO","ENST00000274311.3",1.14075993091537,1171,163,162,-995,-996,-3199,1008,1157,2203
"chr5",52800566,"PELO","ENST00000274311.3",1.14853195164076,1180,172,171,-986,-987,-3190,1008,1157,2203
"chr5",52800569,"PELO","ENST00000274311.3",1.15112262521589,1183,175,174,-983,-984,-3187,1008,1157,2203
"chr5",52800633,"PELO","ENST00000274311.3",1.20639032815199,1247,239,238,-919,-920,-3123,1008,1157,2203
"chr5",52800650,"PELO","ENST00000274311.3",1.22107081174439,1264,256,255,-902,-903,-3106,1008,1157,2203
"chr5",52800660,"PELO","ENST00000274311.3",1.22970639032815,1274,266,265,-892,-893,-3096,1008,1157,2203
"chr5",52800661,"PELO","ENST00000274311.3",1.23056994818653,1275,267,266,-891,-892,-3095,1008,1157,2203
"chr5",52800677,"PELO","ENST00000274311.3",1.24438687392055,1291,283,282,-875,-876,-3079,1008,1157,2203
"chr5",52800678,"PELO","ENST00000274311.3",1.24525043177893,1292,284,283,-874,-875,-3078,1008,1157,2203
"chr5",52800690,"PELO","ENST00000274311.3",1.25561312607945,1304,296,295,-862,-863,-3066,1008,1157,2203
"chr5",52800713,"PELO","ENST00000274311.3",1.27547495682211,1327,319,318,-839,-840,-3043,1008,1157,2203
"chr5",52800720,"PELO","ENST00000274311.3",1.28151986183074,1334,326,325,-832,-833,-3036,1008,1157,2203
"chr5",52800749,"PELO","ENST00000274311.3",1.30656303972366,1363,355,354,-803,-804,-3007,1008,1157,2203
"chr5",52800774,"PELO","ENST00000274311.3",1.32815198618307,1388,380,379,-778,-779,-2982,1008,1157,2203
"chr5",52800787,"PELO","ENST00000274311.3",1.33937823834197,1401,393,392,-765,-766,-2969,1008,1157,2203
"chr5",52800818,"PELO","ENST00000274311.3",1.36614853195164,1432,424,423,-734,-735,-2938,1008,1157,2203
"chr5",52800822,"PELO","ENST00000274311.3",1.36960276338515,1436,428,427,-730,-731,-2934,1008,1157,2203
"chr5",52800851,"PELO","ENST00000274311.3",1.39464594127807,1465,457,456,-701,-702,-2905,1008,1157,2203
"chr5",52800857,"PELO","ENST00000274311.3",1.39982728842832,1471,463,462,-695,-696,-2899,1008,1157,2203
"chr5",52800871,"PELO","ENST00000274311.3",1.4119170984456,1485,477,476,-681,-682,-2885,1008,1157,2203
"chr5",52800878,"PELO","ENST00000274311.3",1.41796200345423,1492,484,483,-674,-675,-2878,1008,1157,2203
"chr5",52800914,"PELO","ENST00000274311.3",1.44905008635579,1528,520,519,-638,-639,-2842,1008,1157,2203
"chr5",52800924,"PELO","ENST00000274311.3",1.45768566493955,1538,530,529,-628,-629,-2832,1008,1157,2203
"chr5",52800951,"PELO","ENST00000274311.3",1.48100172711572,1565,557,556,-601,-602,-2805,1008,1157,2203
"chr5",52800955,"PELO","ENST00000274311.3",1.48445595854922,1569,561,560,-597,-598,-2801,1008,1157,2203
"chr5",52800957,"PELO","ENST00000274311.3",1.48618307426598,1571,563,562,-595,-596,-2799,1008,1157,2203
"chr5",52800966,"PELO","ENST00000274311.3",1.49395509499136,1580,572,571,-586,-587,-2790,1008,1157,2203
"chr5",52800975,"PELO","ENST00000274311.3",1.50172711571675,1589,581,580,-577,-578,-2781,1008,1157,2203
"chr5",52800981,"PELO","ENST00000274311.3",1.50690846286701,1595,587,586,-571,-572,-2775,1008,1157,2203
"chr5",52801024,"PELO","ENST00000274311.3",1.5440414507772,1638,630,629,-528,-529,-2732,1008,1157,2203
"chr5",52801041,"PELO","ENST00000274311.3",1.5587219343696,1655,647,646,-511,-512,-2715,1008,1157,2203
"chr5",52801053,"PELO","ENST00000274311.3",1.56908462867012,1667,659,658,-499,-500,-2703,1008,1157,2203
"chr5",52801069,"PELO","ENST00000274311.3",1.58290155440414,1683,675,674,-483,-484,-2687,1008,1157,2203
"chr5",52801074,"PELO","ENST00000274311.3",1.58721934369603,1688,680,679,-478,-479,-2682,1008,1157,2203
"chr5",52801109,"PELO","ENST00000274311.3",1.61744386873921,1723,715,714,-443,-444,-2647,1008,1157,2203
"chr5",52801485,"PELO","ENST00000274311.3",1.69343696027634,1811,803,802,-355,-356,-2559,1008,1157,2203
"chr5",52801487,"PELO","ENST00000274311.3",1.69516407599309,1813,805,804,-353,-354,-2557,1008,1157,2203
"chr5",52801503,"PELO","ENST00000274311.3",1.70898100172712,1829,821,820,-337,-338,-2541,1008,1157,2203
"chr5",52801508,"PELO","ENST00000274311.3",1.713298791019,1834,826,825,-332,-333,-2536,1008,1157,2203
"chr5",52801539,"PELO","ENST00000274311.3",1.74006908462867,1865,857,856,-301,-302,-2505,1008,1157,2203
"chr5",52801546,"PELO","ENST00000274311.3",1.74611398963731,1872,864,863,-294,-295,-2498,1008,1157,2203
"chr5",52801563,"PELO","ENST00000274311.3",1.76079447322971,1889,881,880,-277,-278,-2481,1008,1157,2203
"chr5",52801567,"PELO","ENST00000274311.3",1.76424870466321,1893,885,884,-273,-274,-2477,1008,1157,2203
"chr5",52801571,"PELO","ENST00000274311.3",1.76770293609672,1897,889,888,-269,-270,-2473,1008,1157,2203
"chr5",52801598,"PELO","ENST00000274311.3",1.79101899827288,1924,916,915,-242,-243,-2446,1008,1157,2203
"chr5",52801603,"PELO","ENST00000274311.3",1.79533678756477,1929,921,920,-237,-238,-2441,1008,1157,2203
"chr5",52801608,"PELO","ENST00000274311.3",1.79965457685665,1934,926,925,-232,-233,-2436,1008,1157,2203
"chr5",52801647,"PELO","ENST00000274311.3",1.83333333333333,1973,965,964,-193,-194,-2397,1008,1157,2203
"chr5",52801651,"PELO","ENST00000274311.3",1.83678756476684,1977,969,968,-189,-190,-2393,1008,1157,2203
"chr5",52801657,"PELO","ENST00000274311.3",1.8419689119171,1983,975,974,-183,-184,-2387,1008,1157,2203
"chr5",52801683,"PELO","ENST00000274311.3",1.86442141623489,2009,1001,1000,-157,-158,-2361,1008,1157,2203
"chr5",52801685,"PELO","ENST00000274311.3",1.86614853195164,2011,1003,1002,-155,-156,-2359,1008,1157,2203
"chr5",52801702,"PELO","ENST00000274311.3",1.88082901554404,2028,1020,1019,-138,-139,-2342,1008,1157,2203
"chr5",52801731,"PELO","ENST00000274311.3",1.90587219343696,2057,1049,1048,-109,-110,-2313,1008,1157,2203
"chr5",52801751,"PELO","ENST00000274311.3",1.92314335060449,2077,1069,1068,-89,-90,-2293,1008,1157,2203
"chr5",52801755,"PELO","ENST00000274311.3",1.926597582038,2081,1073,1072,-85,-86,-2289,1008,1157,2203
"chr5",52801760,"PELO","ENST00000274311.3",1.93091537132988,2086,1078,1077,-80,-81,-2284,1008,1157,2203
"chr5",52801798,"PELO","ENST00000274311.3",1.96373056994819,2124,1116,1115,-42,-43,-2246,1008,1157,2203
"chr5",52801809,"PELO","ENST00000274311.3",1.97322970639033,2135,1127,1126,-31,-32,-2235,1008,1157,2203
"chr5",52801810,"PELO","ENST00000274311.3",1.9740932642487,2136,1128,1127,-30,-31,-2234,1008,1157,2203
"chr5",52801823,"PELO","ENST00000274311.3",1.9853195164076,2149,1141,1140,-17,-18,-2221,1008,1157,2203
"chr5",53090555,"ITGA2","ENST00000296585.10",1.98759165256627,3618,3502,3501,-44,-45,-4224,116,3545,4179
"chr5",53090563,"ITGA2","ENST00000296585.10",1.98984771573604,3626,3510,3509,-36,-37,-4216,116,3545,4179
"chr5",53090582,"ITGA2","ENST00000296585.10",1.99520586576424,3645,3529,3528,-17,-18,-4197,116,3545,4179
"chr5",53090584,"ITGA2","ENST00000296585.10",1.99576988155668,3647,3531,3530,-15,-16,-4195,116,3545,4179
"chr5",53090591,"ITGA2","ENST00000296585.10",1.99774393683023,3654,3538,3537,-8,-9,-4188,116,3545,4179
"chr5",53090594,"ITGA2","ENST00000296585.10",1.99858996051889,3657,3541,3540,-5,-6,-4185,116,3545,4179
"chr5",68295152,"PIK3R1","ENST00000320694.13",1.5278431372549,1356,673,672,-602,-603,-4481,683,1274,3878
"chr5",68295234,"PIK3R1","ENST00000320694.13",1.5921568627451,1438,755,754,-520,-521,-4399,683,1274,3878
"chr5",68295446,"PIK3R1","ENST00000320694.13",1.68392156862745,1555,872,871,-403,-404,-4282,683,1274,3878
"chr5",68296238,"PIK3R1","ENST00000320694.13",1.77019607843137,1665,982,981,-293,-294,-4172,683,1274,3878
"chr5",68296289,"PIK3R1","ENST00000320694.13",1.81019607843137,1716,1033,1032,-242,-243,-4121,683,1274,3878
"chr5",68297451,"PIK3R1","ENST00000320694.13",1.88235294117647,1808,1125,1124,-150,-151,-4029,683,1274,3878
"chr5",68297454,"PIK3R1","ENST00000320694.13",1.88470588235294,1811,1128,1127,-147,-148,-4026,683,1274,3878
"chr5",68297462,"PIK3R1","ENST00000320694.13",1.89098039215686,1819,1136,1135,-139,-140,-4018,683,1274,3878
"chr5",68297505,"PIK3R1","ENST00000320694.13",1.92470588235294,1862,1179,1178,-96,-97,-3975,683,1274,3878
"chr5",68297563,"PIK3R1","ENST00000320694.13",1.97019607843137,1920,1237,1236,-38,-39,-3917,683,1274,3878
"chr5",68297586,"PIK3R1","ENST00000320694.13",1.98823529411765,1943,1260,1259,-15,-16,-3894,683,1274,3878
"chr6",43770743,"VEGFA","ENST00000372067.8",1.0331541218638,530,37,36,-1079,-1080,-3004,493,1115,1924
"chr6",43770773,"VEGFA","ENST00000372067.8",1.06003584229391,560,67,66,-1049,-1050,-2974,493,1115,1924
"chr6",43770775,"VEGFA","ENST00000372067.8",1.06182795698925,562,69,68,-1047,-1048,-2972,493,1115,1924
"chr6",43770780,"VEGFA","ENST00000372067.8",1.0663082437276,567,74,73,-1042,-1043,-2967,493,1115,1924
"chr6",43770865,"VEGFA","ENST00000372067.8",1.14247311827957,652,159,158,-957,-958,-2882,493,1115,1924
"chr6",43770876,"VEGFA","ENST00000372067.8",1.15232974910394,663,170,169,-946,-947,-2871,493,1115,1924
"chr6",43770956,"VEGFA","ENST00000372067.8",1.22401433691756,743,250,249,-866,-867,-2791,493,1115,1924
"chr6",43771017,"VEGFA","ENST00000372067.8",1.27867383512545,804,311,310,-805,-806,-2730,493,1115,1924
"chr6",43771144,"VEGFA","ENST00000372067.8",1.39247311827957,931,438,437,-678,-679,-2603,493,1115,1924
"chr6",43771251,"VEGFA","ENST00000372067.8",1.48835125448029,1038,545,544,-571,-572,-2496,493,1115,1924
"chr6",43784548,"VEGFA","ENST00000372067.8",1.98745519713262,1595,1102,1101,-14,-15,-1939,493,1115,1924
"chr6",170572197,"TBP","ENST00000230354.10",1.93333333333333,1187,952,951,-68,-69,-673,235,1019,604
"chr6",170572202,"TBP","ENST00000230354.10",1.93823529411765,1192,957,956,-63,-64,-668,235,1019,604
"chr6",170572210,"TBP","ENST00000230354.10",1.94607843137255,1200,965,964,-55,-56,-660,235,1019,604
"chr6",170572227,"TBP","ENST00000230354.10",1.96274509803922,1217,982,981,-38,-39,-643,235,1019,604
"chr6",170572231,"TBP","ENST00000230354.10",1.96666666666667,1221,986,985,-34,-35,-639,235,1019,604
"chr7",498574,"PDGFA","ENST00000402802.8",1.98307952622673,1425,581,580,-10,-11,-1316,844,590,1305
"chr7",37950200,"EPDR1","ENST00000199448.9",1.70962962962963,778,479,478,-196,-197,-1736,299,674,1539
"chr7",37950200,"ENSG00000290149","ENST00000476620.1",1.46883468834688,342,173,172,-196,-197,-212,169,368,15
"chr7",37950204,"EPDR1","ENST00000199448.9",1.71555555555556,782,483,482,-192,-193,-1732,299,674,1539
"chr7",37950204,"ENSG00000290149","ENST00000476620.1",1.47967479674797,346,177,176,-192,-193,-208,169,368,15
"chr7",37950225,"EPDR1","ENST00000199448.9",1.74666666666667,803,504,503,-171,-172,-1711,299,674,1539
"chr7",37950225,"ENSG00000290149","ENST00000476620.1",1.53658536585366,367,198,197,-171,-172,-187,169,368,15
"chr7",37950229,"EPDR1","ENST00000199448.9",1.75259259259259,807,508,507,-167,-168,-1707,299,674,1539
"chr7",37950229,"ENSG00000290149","ENST00000476620.1",1.54742547425474,371,202,201,-167,-168,-183,169,368,15
"chr7",37950266,"EPDR1","ENST00000199448.9",1.80740740740741,844,545,544,-130,-131,-1670,299,674,1539
"chr7",37950266,"ENSG00000290149","ENST00000476620.1",1.64769647696477,408,239,238,-130,-131,-146,169,368,15
"chr7",37950269,"EPDR1","ENST00000199448.9",1.81185185185185,847,548,547,-127,-128,-1667,299,674,1539
"chr7",37950269,"ENSG00000290149","ENST00000476620.1",1.65582655826558,411,242,241,-127,-128,-143,169,368,15
"chr7",37950271,"EPDR1","ENST00000199448.9",1.81481481481481,849,550,549,-125,-126,-1665,299,674,1539
"chr7",37950271,"ENSG00000290149","ENST00000476620.1",1.66124661246612,413,244,243,-125,-126,-141,169,368,15
"chr7",37950286,"EPDR1","ENST00000199448.9",1.83703703703704,864,565,564,-110,-111,-1650,299,674,1539
"chr7",37950286,"ENSG00000290149","ENST00000476620.1",1.70189701897019,428,259,258,-110,-111,-126,169,368,15
"chr7",37950290,"EPDR1","ENST00000199448.9",1.84296296296296,868,569,568,-106,-107,-1646,299,674,1539
"chr7",37950290,"ENSG00000290149","ENST00000476620.1",1.71273712737127,432,263,262,-106,-107,-122,169,368,15
"chr7",37950305,"EPDR1","ENST00000199448.9",1.86518518518519,883,584,583,-91,-92,-1631,299,674,1539
"chr7",37950305,"ENSG00000290149","ENST00000476620.1",1.75338753387534,447,278,277,-91,-92,-107,169,368,15
"chr7",37950318,"EPDR1","ENST00000199448.9",1.88444444444444,896,597,596,-78,-79,-1618,299,674,1539
"chr7",37950318,"ENSG00000290149","ENST00000476620.1",1.78861788617886,460,291,290,-78,-79,-94,169,368,15
"chr7",37950320,"EPDR1","ENST00000199448.9",1.88740740740741,898,599,598,-76,-77,-1616,299,674,1539
"chr7",37950320,"ENSG00000290149","ENST00000476620.1",1.7940379403794,462,293,292,-76,-77,-92,169,368,15
"chr7",37950325,"EPDR1","ENST00000199448.9",1.89481481481481,903,604,603,-71,-72,-1611,299,674,1539
"chr7",37950325,"ENSG00000290149","ENST00000476620.1",1.80758807588076,467,298,297,-71,-72,-87,169,368,15
"chr7",37950327,"EPDR1","ENST00000199448.9",1.89777777777778,905,606,605,-69,-70,-1609,299,674,1539
"chr7",37950327,"ENSG00000290149","ENST00000476620.1",1.8130081300813,469,300,299,-69,-70,-85,169,368,15
"chr7",37950353,"EPDR1","ENST00000199448.9",1.9362962962963,931,632,631,-43,-44,-1583,299,674,1539
"chr7",37950353,"ENSG00000290149","ENST00000476620.1",1.88346883468835,495,326,325,-43,-44,-59,169,368,15
"chr7",37950355,"EPDR1","ENST00000199448.9",1.93925925925926,933,634,633,-41,-42,-1581,299,674,1539
"chr7",37950355,"ENSG00000290149","ENST00000476620.1",1.88888888888889,497,328,327,-41,-42,-57,169,368,15
"chr7",37950362,"EPDR1","ENST00000199448.9",1.94962962962963,940,641,640,-34,-35,-1574,299,674,1539
"chr7",37950362,"ENSG00000290149","ENST00000476620.1",1.90785907859079,504,335,334,-34,-35,-50,169,368,15
"chr7",37950371,"EPDR1","ENST00000199448.9",1.96296296296296,949,650,649,-25,-26,-1565,299,674,1539
"chr7",37950371,"ENSG00000290149","ENST00000476620.1",1.93224932249322,513,344,343,-25,-26,-41,169,368,15
"chr7",37950383,"EPDR1","ENST00000199448.9",1.98074074074074,961,662,661,-13,-14,-1553,299,674,1539
"chr7",37950383,"ENSG00000290149","ENST00000476620.1",1.96476964769648,525,356,355,-13,-14,-29,169,368,15
"chr7",101137419,"SERPINE1","ENST00000223095.5",1.98097601323408,1327,1186,1185,-23,-24,-1828,141,1208,1804
"chr7",101137426,"SERPINE1","ENST00000223095.5",1.98676592224979,1334,1193,1192,-16,-17,-1821,141,1208,1804
"chr7",116795690,"MET","ENST00000318493.11",1.91980127750177,4283,3888,3887,-339,-340,-2592,395,4226,2252
"chr7",116795691,"MET","ENST00000318493.11",1.92003785190442,4284,3889,3888,-338,-339,-2591,395,4226,2252
"chr7",116795702,"MET","ENST00000318493.11",1.92264017033357,4295,3900,3899,-327,-328,-2580,395,4226,2252
"chr7",116795749,"MET","ENST00000318493.11",1.9337591672581,4342,3947,3946,-280,-281,-2533,395,4226,2252
"chr7",116795757,"MET","ENST00000318493.11",1.9356517624793,4350,3955,3954,-272,-273,-2525,395,4226,2252
"chr7",116795765,"MET","ENST00000318493.11",1.9375443577005,4358,3963,3962,-264,-265,-2517,395,4226,2252
"chr7",116795783,"MET","ENST00000318493.11",1.94180269694819,4376,3981,3980,-246,-247,-2499,395,4226,2252
"chr7",116795947,"MET","ENST00000318493.11",1.95812633073102,4445,4050,4049,-177,-178,-2430,395,4226,2252
"chr7",116795997,"MET","ENST00000318493.11",1.9699550508635,4495,4100,4099,-127,-128,-2380,395,4226,2252
"chr7",116796009,"MET","ENST00000318493.11",1.97279394369529,4507,4112,4111,-115,-116,-2368,395,4226,2252
"chr7",116796024,"MET","ENST00000318493.11",1.97634255973504,4522,4127,4126,-100,-101,-2353,395,4226,2252
"chr7",116796067,"MET","ENST00000318493.11",1.98651525904897,4565,4170,4169,-57,-58,-2310,395,4226,2252
"chr7",116796090,"MET","ENST00000318493.11",1.99195647030991,4588,4193,4192,-34,-35,-2287,395,4226,2252
"chr7",116796092,"MET","ENST00000318493.11",1.99242961911521,4590,4195,4194,-32,-33,-2285,395,4226,2252
"chr7",116796094,"MET","ENST00000318493.11",1.99290276792051,4592,4197,4196,-30,-31,-2283,395,4226,2252
"chr7",116796100,"MET","ENST00000318493.11",1.99432221433641,4598,4203,4202,-24,-25,-2277,395,4226,2252
"chr7",116796123,"MET","ENST00000318493.11",1.99976342559735,4621,4226,4225,-1,-2,-2254,395,4226,2252
"chr8",23022679,"TNFRSF10B","ENST00000276431.9",1.99395313681028,1451,1315,1314,-8,-9,-2546,136,1322,2537
"chr8",23022687,"TNFRSF10B","ENST00000276431.9",1.98790627362056,1443,1307,1306,-16,-17,-2554,136,1322,2537
"chr8",23022689,"TNFRSF10B","ENST00000276431.9",1.98639455782313,1441,1305,1304,-18,-19,-2556,136,1322,2537
"chr8",23022709,"TNFRSF10B","ENST00000276431.9",1.97127739984883,1421,1285,1284,-38,-39,-2576,136,1322,2537
"chr8",23022735,"TNFRSF10B","ENST00000276431.9",1.95162509448224,1395,1259,1258,-64,-65,-2602,136,1322,2537
"chr8",23022747,"TNFRSF10B","ENST00000276431.9",1.94255479969766,1383,1247,1246,-76,-77,-2614,136,1322,2537
